loci,grch38_gene_name
chr2:229045957-229046553,PID1
chr2:177502240-177502910,AGPS
chr2:219860927-219861242,NA
chr2:27070302-27072922,AGBL5
chr2:196521555-196522950,HECW2
chr2:4050649-4050852,NA
chr2:97527489-97527704,ANKRD36B
chr2:87015974-87018182,PLGLB2
chr2:25563309-25563661,DTNB
chr2:129075197-129077639,NA
chr2:241499582-241500785,STK25
chr2:177024501-177025692,NA
chr2:234369786-234370099,NA
chr2:95522598-95524188,NA
chr2:239048071-239048454,HDAC4
chr2:65540761-65541311,NA
chr2:96676160-96676733,FER1L5
chr2:197791390-197791599,NA
chr2:70417746-70418310,NA
chr2:97778469-97779540,TMEM131
chr2:74740455-74743795,NA
chr2:219156977-219157380,NHEJ1
chr2:175869574-175870289,NA
chr2:219271008-219271469,TUBA4B
chr2:128051347-128051857,NA
chr2:110872945-110873587,ACOXL
chr2:10442308-10444509,ODC1
chr2:85107731-85108430,NA
chr2:242663547-242663872,NA
chr2:32502965-32503471,BIRC6
chr2:128990509-128991325,NA
chr2:220252008-220252638,NA
chr2:676651-677678,TMEM18
chr2:240868278-240868590,NA
chr2:110518071-110518913,RGPD6
chr2:128568321-128569064,NA
chr2:3688204-3688539,ALLC
chr2:88849435-88849692,NA
chr2:132348566-132348821,NA
chr2:190306157-190306433,HIBCH
chr2:20212067-20212783,SDC1
chr2:64245934-64246893,LOC100507006
chr2:160760604-160761452,NA
chr2:467849-468659,NA
chr2:97505219-97505600,ANKRD36B
chr2:241580724-241581282,NA
chr2:127976389-127977667,SAP130
chr2:113032793-113033496,IL36B
chr2:74875128-74875562,HK2
chr2:25474757-25475598,DTNB
chr2:121101046-121101432,NA
chr2:209224972-209225308,NA
chr2:132056862-132057199,NA
chr2:86850042-86851178,CD8B
chr2:20870006-20871280,NA
chr2:24272582-24273313,ITSN2
chr2:171670110-171670549,NA
chr2:1842846-1843137,MYT1L
chr2:20251040-20251864,PUM2
chr2:211089413-211090176,NA
chr2:96054894-96055143,NA
chr2:3750828-3751927,DCDC2C
chr2:103235376-103236554,NA
chr2:25391072-25391875,DTNB
chr2:133426652-133428870,NCKAP5
chr2:203735925-203736883,CD28
chr2:240844829-240845061,NA
chr2:73612655-73613661,NA
chr2:177355071-177355525,LOC100130691
chr2:242179276-242179510,NA
chr2:237080188-237080432,NA
chr2:162283581-162284677,IFIH1
chr2:191272484-191273671,MYO1B
chr2:27484873-27488189,IFT172
chr2:227655903-227656647,NA
chr2:219773546-219774103,NA
chr2:99224681-99225322,NA
chr2:105853131-105853340,NCK2
chr2:242575706-242577492,NA
chr2:161349223-161350371,PSMD14
chr2:121279842-121280183,TFCP2L1
chr2:37311072-37311893,PRKD3
chr2:233272404-233272700,ATG16L1
chr2:242148678-242149079,LOC728323
chr2:242498013-242499274,NA
chr2:37035698-37035918,HEATR5B
chr2:29117366-29118025,CLIP4
chr2:129079631-129080170,NA
chr2:26256301-26257567,HADHB
chr2:145281736-145282269,NA
chr2:61108125-61109016,KIAA1841
chr2:74667593-74669403,SEMA4F
chr2:120020675-120020970,EPB41L5
chr2:74405352-74406164,NA
chr2:219263098-219265556,TUBA4B
chr2:46523789-46527140,NA
chr2:241512464-241512671,NA
chr2:118981769-118982466,MARCO
chr2:219906107-219906328,NA
chr2:10861206-10862382,NA
chr2:134949067-134949727,CCNT2
chr2:114195165-114195563,NA
chr2:132404284-132404960,NA
chr2:495193-495834,NA
chr2:114647669-114648312,DPP10
chr2:86332659-86333650,REEP1
chr2:86667815-86669447,RNF103-CHMP3
chr2:179315214-179316573,NA
chr2:74006849-74007274,TET3
chr2:183902402-183903625,NA
chr2:225906653-225907464,NA
chr2:97303912-97304387,NA
chr2:240321777-240323919,NA
chr2:27717681-27718337,NA
chr2:38152131-38152885,CYP1B1-AS1
chr2:109647955-109648230,NA
chr2:198649751-198651599,NA
chr2:101179318-101180081,NA
chr2:130970933-130971242,ARHGEF4
chr2:172290364-172291201,NA
chr2:75060879-75062664,TACR1
chr2:45231781-45232550,LINC01121
chr2:196933310-196933665,NA
chr2:237010218-237010450,NA
chr2:161263871-161264460,NA
chr2:132431210-132431768,GPR39
chr2:63274475-63279430,WDPCP
chr2:224701962-224702790,NA
chr2:20646428-20647988,HS1BP3
chr2:149895022-149895808,NA
chr2:219134787-219135393,NHEJ1
chr2:136742687-136743595,NA
chr2:224821928-224822575,DOCK10
chr2:11622000-11623297,GREB1
chr2:64370888-64371811,NA
chr2:220432788-220433041,NA
chr2:113299403-113300284,NA
chr2:232063173-232063616,DIS3L2
chr2:47142466-47143261,C2orf61
chr2:225306900-225307500,NA
chr2:105468851-105473488,NA
chr2:167232388-167232711,XIRP2
chr2:84743463-84743685,DNAH6
chr2:70313200-70315490,NA
chr2:26568408-26569366,C2orf70
chr2:26395416-26395620,EPT1
chr2:85980499-85982198,NA
chr2:128381585-128381890,NA
chr2:197457392-197458522,COQ10B
chr2:175546862-175547880,NA
chr2:207139336-207140031,KLF7
chr2:218874682-218875385,NA
chr2:172778733-172779299,RAPGEF4
chr2:75147005-75147336,TACR1
chr2:45240372-45241579,LINC01121
chr2:101767042-101768259,MAP4K4
chr2:121106946-121107536,NA
chr2:71205563-71206529,PAIP2B
chr2:187454399-187455349,NA
chr2:16079801-16083032,GACAT3
chr2:152266271-152267286,NA
chr2:157189057-157191437,NA
chr2:55646621-55647329,PNPT1
chr2:74618753-74619291,M1AP
chr2:170440796-170441341,MYO3B
chr2:74684565-74685789,NA
chr2:120005514-120005756,NA
chr2:5813482-5813710,NA
chr2:220196431-220196768,NA
chr2:198363689-198365405,LOC101927619
chr2:11295559-11296006,ROCK2
chr2:233925091-233925318,TRPM8
chr2:232789995-232791286,GIGYF2
chr2:241401561-241401986,FARP2
chr2:46843650-46844332,LINC01119
chr2:95540181-95540715,NA
chr2:63282514-63283122,WDPCP
chr2:6635949-6636160,NA
chr2:132202265-132203257,ANKRD30BL
chr2:105858587-105859084,NCK2
chr2:120190030-120190308,NA
chr2:74347273-74347777,NA
chr2:130794460-130794815,NA
chr2:23749086-23749291,ATAD2B
chr2:11051858-11053476,NA
chr2:48844751-48844985,NA
chr2:230932468-230933550,NA
chr2:241640409-241641359,ATG4B
chr2:176045969-176046504,NA
chr2:131594139-131595302,NA
chr2:132233606-132234085,ANKRD30BL
chr2:19560963-19561650,NA
chr2:242549373-242549995,NA
chr2:232120775-232121067,DIS3L2
chr2:242606078-242606560,NA
chr2:62115445-62115990,COMMD1
chr2:176936246-176936809,NA
chr2:95824802-95825721,LINC00342
chr2:180871627-180871874,SCHLAP1
chr2:223159725-223160487,NA
chr2:173420200-173421443,NA
chr2:12856625-12859019,NA
chr2:945686-946774,NA
chr2:171627225-171628062,NA
chr2:241535684-241535953,NA
chr2:129243985-129244204,LOC151121
chr2:172959267-172962054,RAPGEF4
chr2:582399-582647,NA
chr2:71017028-71017976,NA
chr2:58478734-58478938,NA
chr2:18741356-18741964,NA
chr2:84686005-84686751,DNAH6
chr2:190686740-190687005,NAB1
chr2:70780049-70781577,FIGLA
chr2:220117937-220119334,NA
chr2:71787430-71787897,NA
chr2:203879249-203879891,NA
chr2:241529962-241530345,NA
chr2:14772377-14775809,NA
chr2:101869023-101869876,MAP4K4
chr2:2193510-2193716,MYT1L
chr2:214148957-214149426,SPAG16
chr2:70520468-70520999,TGFA
chr2:11796850-11797236,LPIN1
chr2:64978121-64978924,NA
chr2:131099469-131100863,NA
chr2:95872891-95873548,ANKRD36C
chr2:42328300-42328827,EML4
chr2:157198068-157199346,NA
chr2:73151200-73152060,NA
chr2:25015879-25016627,DNAJC27-AS1
chr2:174877565-174877778,CHN1
chr2:164592917-164593511,GRB14
chr2:24713710-24715168,NCOA1
chr2:177134138-177134531,NA
chr2:95787089-95787951,NA
chr2:628909-629190,NA
chr2:420051-421142,NA
chr2:191878608-191879253,NA
chr2:70352204-70352531,NA
chr2:149866654-149866890,NA
chr2:27631884-27632822,GPN1
chr2:86564242-86565068,RNF103-CHMP3
chr2:176971706-176972305,NA
chr2:220348955-220349784,NA
chr2:131450173-131450516,NA
chr2:241507463-241507669,STK25
chr2:242254299-242256026,NA
chr2:242823446-242823970,NA
chr2:65215598-65217212,NA
chr2:97166208-97166660,ANKRD36
chr2:113341684-113342453,NA
chr2:105488368-105489991,NA
chr2:73052637-73053227,SFXN5
chr2:241525622-241526835,NA
chr2:235860117-235861716,AGAP1
chr2:10262173-10263481,NA
chr2:54482924-54483434,SPTBN1
chr2:27958207-27958723,BRE
chr2:1746833-1748971,NA
chr2:242572311-242572702,NA
chr2:224903221-224904735,DOCK10
chr2:27994470-27994944,BRE
chr2:171785474-171786399,SLC25A12
chr2:11886249-11887207,NA
chr2:153031933-153032895,NA
chr2:201171200-201172492,CFLAR
chr2:97534100-97536270,ANKRD36B
chr2:68384184-68385241,PLEK
chr2:234652246-234652720,NA
chr2:74699240-74699909,NA
chr2:238875131-238876327,TWIST2
chr2:113012108-113012784,NA
chr2:9346383-9347944,ASAP2
chr2:23785049-23785339,ATAD2B
chr2:220082991-220084012,NA
chr2:8821990-8822739,KIDINS220
chr2:20865289-20867589,NA
chr2:152954633-152955784,NA
chr2:120301702-120302455,NA
chr2:60776596-60778157,PAPOLG
chr2:112811809-112812134,NA
chr2:47630067-47630791,NA
chr2:172373817-172374199,NA
chr2:15701139-15701517,LOC101926966
chr2:44394983-44396629,CAMKMT
chr2:114736853-114737689,DPP10
chr2:202507139-202508270,BMPR2
chr2:128158437-128158912,UGGT1
chr2:74211214-74212314,MTHFD2
chr2:242878602-242879154,NA
chr2:70475427-70476151,TGFA-IT1
chr2:241611744-241612677,THAP4
chr2:200820053-200820716,BZW1
chr2:220143879-220144633,NA
chr2:157184389-157184632,NA
chr2:173600281-173600970,NA
chr2:42588072-42588875,MTA3
chr2:38301276-38304518,ATL2
chr2:242295397-242296201,NA
chr2:129494359-129495074,NA
chr2:7571071-7571642,NA
chr2:219432767-219434061,NA
chr2:210673292-210673546,CPS1
chr2:74729399-74731166,NA
chr2:56150340-56151180,NA
chr2:242929993-242930252,NA
chr2:121983326-121983740,NA
chr2:101434979-101437453,RFX8
chr2:97481356-97483276,NA
chr2:177036254-177037213,NA
chr2:200320502-200329681,SPATS2L
chr2:496823-497038,NA
chr2:74756223-74757930,NA
chr2:68479061-68480040,APLF
chr2:119981079-119981818,PTPN4
chr2:242616820-242617094,NA
chr2:214016357-214017105,SPAG16
chr2:136876711-136877051,NA
chr2:175584530-175584796,NA
chr2:71295160-71296002,NA
chr2:96192055-96193072,STARD7
chr2:139537692-139538650,NA
chr2:96781406-96782971,CNNM4
chr2:95537196-95537810,NA
chr2:162101439-162101650,NA
chr2:133013777-133015740,NCKAP5
chr2:142887724-142888553,KYNU
chr2:79220192-79220592,NA
chr2:98262362-98262924,VWA3B
chr2:24307026-24307678,ITSN2
chr2:128615479-128616004,NA
chr2:65662914-65663879,NA
chr2:58273642-58274422,NA
chr2:40678477-40678717,NA
chr2:105760109-105761018,NCK2
chr2:240046200-240046736,NA
chr2:27272846-27273400,NA
chr2:98280063-98280871,VWA3B
chr2:8825106-8826188,KIDINS220
chr2:176866693-176867188,NA
chr2:48009808-48011443,NA
chr2:62080892-62081363,COMMD1
chr2:1493652-1494239,TPO
chr2:239988450-239988710,NDUFA10
chr2:219255949-219256210,TUBA4B
chr2:56410865-56412539,NA
chr2:100720385-100720741,NA
chr2:121499228-121499578,CLASP1
chr2:71098737-71099008,NA
chr2:30142831-30144624,NA
chr2:235951452-235951814,AGAP1
chr2:31456740-31457653,NA
chr2:132249335-132250975,ANKRD30BL
chr2:180725717-180726465,SCHLAP1
chr2:102867093-102867827,NA
chr2:119602616-119604486,CFAP221
chr2:73460085-73461867,ALMS1
chr2:620639-621993,NA
chr2:114311788-114312190,NA
chr2:128165848-128166198,UGGT1
chr2:85838739-85839285,ST3GAL5
chr2:168572549-168572834,CERS6
chr2:242808405-242808618,NA
chr2:87034658-87034889,LOC285074
chr2:101618247-101618658,NA
chr2:220159438-220159977,NA
chr2:21266669-21266961,NA
chr2:176931575-176932663,NA
chr2:102803672-102804556,TMEM182
chr2:41924592-41924949,NA
chr2:171829910-171830708,SLC25A12
chr2:65092220-65092640,RAB1A
chr2:176980765-176981423,NA
chr2:220361462-220363254,NA
chr2:201983198-201983709,NA
chr2:1669991-1670203,PXDN
chr2:74981752-74981972,NA
chr2:242754323-242754629,NA
chr2:227662082-227664912,NA
chr2:219744986-219745780,NA
chr2:88650247-88650686,NA
chr2:242640843-242642456,NA
chr2:27664939-27665151,SLC4A1AP
chr2:176986424-176988291,NA
chr2:119914126-119916663,PTPN4
chr2:10219802-10221016,NA
chr2:223917576-223918037,WDFY1
chr2:223170486-223171140,NA
chr2:54086776-54087266,NA
chr2:55496073-55496565,NA
chr2:242211289-242212308,NA
chr2:160472088-160472736,RBMS1
chr2:233251361-233253414,ATG16L1
chr2:209130748-209131065,NA
chr2:197035589-197036383,ANKRD44
chr2:23851840-23852089,ATAD2B
chr2:239335160-239336263,HDAC4
chr2:87140786-87141107,NA
chr2:3291107-3291503,TSSC1
chr2:36824792-36825305,NA
chr2:75873981-75874420,NA
chr2:170655289-170655757,NA
chr2:73402638-73404802,ALMS1
chr2:97426335-97426554,LOC100506076
chr2:64751141-64752083,NA
chr2:242041543-242042026,LINC01237
chr2:202315853-202317008,NA
chr2:31806545-31806782,NA
chr2:220462307-220462944,NA
chr2:122406398-122407824,NA
chr2:176952695-176953297,NA
chr2:1595402-1596020,NA
chr2:27603350-27604064,ZNF512
chr2:239888299-239888909,NA
chr2:203130313-203130760,NBEAL1
chr2:216973805-216974264,NA
chr2:74374838-74375257,DCTN1
chr2:130902120-130902704,NA
chr2:3642547-3642751,COLEC11
chr2:170218314-170219203,MYO3B
chr2:171678546-171680358,NA
chr2:558069-558469,NA
chr2:71126720-71129209,MCEE
chr2:2654108-2654358,NA
chr2:32234653-32236248,NLRC4
chr2:206949712-206950613,CPO
chr2:122042066-122043093,NA
chr2:219536410-219536813,ASIC4
chr2:26467102-26467946,OTOF
chr2:42719784-42722166,MTA3
chr2:62684122-62684552,EHBP1
chr2:220024750-220025510,NA
chr2:73964318-73964677,DGUOK-AS1
chr2:159313652-159314813,NA
chr2:150176813-150177219,NA
chr2:88583528-88583970,EIF2AK3
chr2:236773883-236774084,NA
chr2:200335497-200336413,SPATS2L
chr2:179058611-179060144,NA
chr2:203499508-203500697,RAPH1
chr2:171672310-171675447,NA
chr2:8816314-8817264,KIDINS220
chr2:86115590-86116327,PTCD3
chr2:36582397-36584260,FEZ2
chr2:218843460-218843742,NA
chr2:45164561-45166567,NA
chr2:114048828-114049055,NA
chr2:3184187-3185413,NA
chr2:223167205-223167560,NA
chr2:203638927-203639157,NA
chr2:20850712-20851173,NA
chr2:10260279-10260931,NA
chr2:234847647-234847857,NA
chr2:242805752-242806034,NA
chr2:239228874-239229436,HDAC4
chr2:99552185-99553831,AFF3
chr2:65086804-65087180,RAB1A
chr2:79739696-79740243,CTNNA2
chr2:25438725-25439276,DTNB
chr2:232478359-232479925,ECEL1
chr2:128848663-128849210,NA
chr2:97215788-97216225,ANKRD36
chr2:43864322-43864956,ABCG8
chr2:172951289-172952159,RAPGEF4
chr2:121334308-121334801,NA
chr2:178077185-178078215,PDE11A
chr2:218621279-218621498,PLCD4
chr2:8596907-8597573,NA
chr2:176032385-176033275,NA
chr2:68694047-68695097,NA
chr2:223183013-223185468,NA
chr2:74781494-74782685,NA
chr2:217236025-217237129,NA
chr2:26100513-26101653,RAB10
chr2:11774310-11774521,LPIN1
chr2:85664694-85665055,SFTPB
chr2:241459632-241460047,FARP2
chr2:502994-503502,NA
chr2:162164675-162165248,LOC101929532
chr2:25499763-25500429,DTNB
chr2:202897386-202901046,WDR12
chr2:171569877-171573904,NA
chr2:176973427-176973718,NA
chr2:46707608-46707899,SOCS5
chr2:69869986-69871716,GMCL1
chr2:73143055-73148260,NA
chr2:95742594-95742918,NA
chr2:241097404-241097934,MTERF4
chr2:242149674-242149906,LOC728323
chr2:153573743-153575553,NA
chr2:96987027-96987888,NA
chr2:3381344-3381912,TRAPPC12
chr2:232650898-232651431,EFHD1
chr2:8818928-8819586,KIDINS220
chr2:37571676-37572397,NA
chr2:232526666-232527777,CHRND
chr2:62932595-62933353,EHBP1
chr2:208631558-208634934,NA
chr2:232571137-232575833,EIF4E2
chr2:25470765-25470979,DTNB
chr2:202645387-202646155,FAM117B
chr2:68870351-68871055,BMP10
chr2:161126364-161126825,NA
chr2:241505922-241506133,STK25
chr2:232276742-232277135,DIS3L2
chr2:198299244-198299972,LOC101927619
chr2:69968749-69969592,PCBP1-AS1
chr2:135675772-135677088,R3HDM1
chr2:61921717-61921979,COMMD1
chr2:113521918-113522574,NA
chr2:43327936-43328337,THADA
chr2:120517066-120518010,NA
chr2:60781019-60782284,PAPOLG
chr2:54557630-54558039,SPTBN1
chr2:132218392-132218725,ANKRD30BL
chr2:6378282-6378703,NA
chr2:231917291-231917866,NA
chr2:3504282-3504628,ADI1
chr2:112895792-112897841,NA
chr2:39351355-39351733,MAP4K3
chr2:73114219-73114920,NA
chr2:27616205-27616440,ZNF512
chr2:233562005-233562547,USP40
chr2:175351364-175352154,NA
chr2:242843760-242844198,NA
chr2:17934555-17935902,NA
chr2:181844791-181845514,NA
chr2:85132338-85133083,NA
chr2:19555789-19558403,NA
chr2:234663595-234664071,NA
chr2:201728892-201729577,ALS2
chr2:95401380-95401636,NA
chr2:230578062-230579981,NA
chr2:55746675-55746999,NA
chr2:112641337-112641906,FLJ42351
chr2:219736132-219736592,NA
chr2:44588954-44589358,CAMKMT
chr2:582818-583385,NA
chr2:159313172-159313416,NA
chr2:231712775-231712982,PTMA
chr2:32853007-32853270,LINC00486
chr2:66661118-66661657,LOC100507073
chr2:64681011-64682237,NA
chr2:111875206-111880965,ANAPC1
chr2:105483753-105484426,NA
chr2:72370296-72370682,EXOC6B
chr2:166649909-166650966,NA
chr2:39347251-39348361,MAP4K3
chr2:74709164-74710110,NA
chr2:45870696-45871051,PRKCE
chr2:154728944-154729328,KCNJ3
chr2:233415005-233415811,DGKD
chr2:239196923-239197900,HDAC4
chr2:120281661-120282211,RALB
chr2:230785912-230787665,CAB39
chr2:51254522-51255498,NA
chr2:177027617-177028014,NA
chr2:74357574-74358014,NA
chr2:66808568-66809404,NA
chr2:232765246-232765491,GIGYF2
chr2:27255600-27256121,SLC30A3
chr2:191184323-191184767,NA
chr2:1544272-1544489,NA
chr2:95831157-95831833,NA
chr2:207506774-207507422,NA
chr2:71453588-71454318,DYSF
chr2:173292099-173293183,NA
chr2:75937657-75938139,NA
chr2:208489428-208491030,PTH2R
chr2:239067512-239068028,HDAC4
chr2:176933131-176933449,NA
chr2:241771655-241772194,NA
chr2:27440128-27440786,NRBP1
chr2:97202313-97203787,ANKRD36
chr2:240738027-240738233,KIF1A
chr2:85554134-85555414,GGCX
chr2:46769471-46769676,NA
chr2:242519162-242519635,NA
chr2:27274165-27274953,NA
chr2:26407422-26408253,DRC1
chr2:208890181-208890394,NA
chr2:242987641-242987874,NA
chr2:233283397-233285959,ATG16L1
chr2:242673653-242675106,NA
chr2:220420729-220420994,NA
chr2:220107844-220108348,NA
chr2:97192977-97193383,ANKRD36
chr2:234776882-234777098,NA
chr2:219827659-219828205,NA
chr2:135475698-135476993,ZRANB3
chr2:113403001-113404079,NA
chr2:210636344-210636935,CPS1
chr2:201374435-201374968,NA
chr2:171676552-171676980,NA
chr2:32581746-32583265,BIRC6
chr2:131513363-131514183,LOC150776
chr2:172016538-172017028,METAP1D
chr2:149645536-149645834,LOC101929231
chr2:44314288-44314564,SLC3A1
chr2:183580693-183581202,NA
chr2:131186145-131186496,NA
chr2:179278327-179278669,NA
chr2:220222902-220223854,NA
chr2:120980332-120981451,GLI2
chr2:71134585-71134792,MPHOSPH10
chr2:100210147-100210491,LINC01104
chr2:172964762-172967857,RAPGEF4
chr2:239009072-239009361,NA
chr2:71357187-71357952,ZNF638
chr2:203102615-203103328,NBEAL1
chr2:111436107-111436429,MIR4435-2HG
chr2:9695522-9696606,NA
chr2:109744585-109746833,NA
chr2:10572391-10572752,NOL10
chr2:118943823-118944199,MARCO
chr2:242004823-242005102,LINC01237
chr2:242787133-242787414,NA
chr2:241562469-241562910,BOK
chr2:42795847-42796230,NA
chr2:131720819-131721867,NA
chr2:122512987-122513526,NA
chr2:73495920-73496910,ALMS1
chr2:96011132-96013197,FAHD2CP
chr2:131046000-131046481,ARHGEF4
chr2:228582485-228582821,NA
chr2:314828-315170,NA
chr2:80549578-80549798,CTNNA2
chr2:7057530-7058433,NA
chr2:96810443-96811454,CNNM4
chr2:120770397-120771151,NA
chr2:166809970-166810826,NA
chr2:136874086-136875780,NA
chr2:130345043-130345356,IMP4
chr2:206549599-206551316,ADAM23
chr2:112939287-112939563,NA
chr2:177052957-177054350,NA
chr2:136499145-136500144,NA
chr2:242766046-242766582,NA
chr2:190445459-190445983,MFSD6
chr2:11809606-11810433,LPIN1
chr2:99346882-99348177,EIF5B
chr2:130691702-130692102,NA
chr2:64994988-64995561,SLC1A4
chr2:26987030-26987500,MAPRE3
chr2:47596629-47597256,NA
chr2:10952402-10953384,NA
chr2:113914681-113915396,ACTR3
chr2:130897119-130897390,NA
chr2:97405448-97405880,NA
chr2:211035478-211036637,NA
chr2:205409939-205410910,PARD3B
chr2:111980804-111981163,MERTK
chr2:42396301-42396933,NA
chr2:152684475-152685131,PRPF40A
chr2:97651764-97652441,NA
chr2:27592845-27594099,ZNF512
chr2:3691320-3691652,ALLC
chr2:19562749-19562965,NA
chr2:160568776-160569679,NA
chr2:241391876-241393598,FARP2
chr2:198569911-198570948,NA
chr2:231902026-231903122,NA
chr2:241922777-241923143,LINC01237
chr2:21022564-21022934,APOB
chr2:37193131-37194287,NA
chr2:201450526-201451027,TRAK2
chr2:241262311-241262759,HDLBP
chr2:209119881-209120309,NA
chr2:233350278-233352974,NA
chr2:155554005-155556069,NA
chr2:180128618-180129663,NA
chr2:223725558-223726423,NA
chr2:102972118-102972596,NA
chr2:157292102-157292646,GALNT5
chr2:25427101-25427577,DTNB
chr2:242447017-242448558,NA
chr2:129228601-129228807,NA
chr2:9533572-9533807,ADAM17
chr2:45538071-45538318,SRBD1
chr2:732036-733096,NA
chr2:219924819-219926130,NA
chr2:170624684-170625480,MYO3B
chr2:3683029-3683290,ALLC
chr2:74153853-74154281,NA
chr2:66672431-66673636,LOC100507073
chr2:219748276-219748805,NA
chr2:139259033-139259912,NA
chr2:216176549-216177132,XRCC5
chr2:242874772-242874988,NA
chr2:54785026-54785969,EML6
chr2:209271337-209271987,NA
chr2:27886259-27887410,RBKS
chr2:70994447-70995385,TEX261
chr2:3063372-3063672,LINC01250
chr2:176993479-176995557,NA
chr2:228028679-228029733,SPHKAP
chr2:20423088-20425767,NA
chr2:17721537-17722021,SMC6
chr2:124782252-124783255,CNTNAP5
chr2:99438297-99439884,REV1
chr2:1516172-1516373,TPO
chr2:128180294-128181381,UGGT1
chr2:129250636-129251304,LOC151121
chr2:170220772-170221114,MYO3B
chr2:241586657-241587099,THAP4
chr2:45510-46559,FAM110C
chr2:73441313-73441817,ALMS1
chr2:70351315-70351550,NA
chr2:42067937-42068203,NA
chr2:184125343-184125583,NA
chr2:112917110-112917475,IL37
chr2:88990969-88991587,NA
chr2:10182635-10184702,C2orf48
chr2:26468170-26468407,OTOF
chr2:178128273-178129847,RBM45
chr2:241075403-241075916,SNED1
chr2:72079362-72079610,NA
chr2:45161427-45163058,NA
chr2:70528608-70529337,TGFA
chr2:33824310-33824857,LINC01317
chr2:32264802-32265019,NLRC4
chr2:27601341-27601676,ZNF512
